mp-1,0.038769612068965564
mp-1000,-1.7923372100000003
mp-10003,-0.35301383083333465
mp-1001,-0.7682356182533331
mp-10010,-0.5396881919999998
mp-1001011,-2.7861683315625
mp-1001012,-1.9677979053571428
mp-1001015,-2.0452411427380963
mp-1001017,-0.5333584813392857
mp-1001021,-1.5098783880059525
mp-1001023,0.846411719999999
mp-1001024,-2.265640312500001
mp-1001082,-0.4792933935000008
mp-1054,-0.3057705249999998
mp-10552,-0.5495885540729162
mp-10555,-0.9762078020233336
mp-10558,-1.5075224962981806
mp-1057,-0.61320573
mp-10572,-0.8277458470828565
mp-1058,-1.3950747907933334
mp-10584,-2.4511937664166665
mp-10596,-0.03474180999999987
mp-10597,0.0075204366666663525
mp-10598,-0.03194974500000036
mp-10600,-0.1856685310000003
mp-10601,-0.47880604800000126
mp-10606,-0.3414793500000002
mp-1061,-1.022731471666667
mp-10614,-0.9031374073015872
mp-10616,-0.9469203855555554
mp-10620,-3.1059187135416666
mp-10621,-1.0459605553125
mp-10623,-1.0615434583333336
mp-10635,0.0034544274999994684
mp-10636,-0.6685373488888887
mp-1065,-1.26722176
mp-10660,0.030658776666665943
mp-1067,-0.17762310333333353
mp-10670,-0.5161157792857141
mp-10677,-0.8825900378571431
mp-10679,0.01300046999999993
mp-1068,-0.5358986479166669
mp-1069,-0.5638183366666661
mp-10692,-0.21441297749999944
mp-10694,-4.3201280958925
mp-10695,-1.1431155690624997
mp-10699,-0.5680466879999997
mp-10700,-0.1188733406666671
mp-10708,-0.37183319499999923
mp-10712,-0.5106697989999986
mp-1072,-0.24231593499999982
mp-10721,-0.6439402433333328
mp-1073,-0.3655137875000001
mp-10731,-2.9986432037500004
mp-10732,-1.4613765274279984
mp-10734,-3.0997490106944445
mp-10736,-0.40656956059499993
mp-10738,-1.3422981906349207
mp-10739,-1.0171924561904748
mp-1074,-0.04207701187499957
mp-10748,-0.9498701940625001
mp-10752,0.026621700000000637
mp-10755,-0.36798952166666626
mp-10759,-0.2091028561718753
mp-1076,-0.025281427571428594
